NumeroIdentificacion,NombrePrestador,NaturalezaJuridica,ESE,DepartamentoPrestador,MunicipioCode,MunicipioPrestador,CantMunicipios,CantSedes,ACTIVOS,RankActivos,PASIVOS,PATRIMONIO,INGRESOS,RankIngresos,GASTOS,COSTOS,UTILIDADES,PERIODO,MargenNeto%
890200106,CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR - CAJASAN,Privada,NO,SANTANDER,68001,BUCARAMANGA,2,3,12833590122,1018,1014788959,11818801163,7344371140,1499,1166543309,6172581035,5246796,2023,"0,0714396903422285"
900566930,UNIDAD DE CUIDADOS PALIATIVOS PRESENTES SAS,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,3,3,6052919045,1623,4282545158,1770373887,7343767326,1500,5349466266,6470006153,-4475705093,2023,"-60,95"
900387876,SOCIEDAD MEDICA SURSALUD S.A.S,Privada,NO,NARIÑO,52001,PASTO,1,2,10068733554,1186,7436321864,2632411690,7321491000,1501,6642443095,1530869810,-851821905,2023,"-11,63"
901133283,MARFI SOLUCIONES INTEGRALES EN SALUD S.A.S,Privada,NO,CESAR,20001,VALLEDUPAR,2,2,9289063904,1236,998794694,8290269210,7308692000,1502,1719131790,4185398000,1404162210,2023,"19,21"
800175901,CLINICA EMPERATRIZ SAS,Privada,NO,META,50001,VILLAVICENCIO,1,1,6965474131,1482,3149407276,3816066855,7308310010,1503,1794189202,5057897651,456223157,2023,"6,24"
800230028,CLINICA OFTALMOLOGICA QUINDIO S.A.,Privada,NO,QUINDÍO,63001,ARMENIA,1,1,4659964563,1871,2529363961,2130600602,7300752491,1504,3447831389,3475237399,377683703,2023,"5,17"
820002928,NEFROBOYACA SAS,Privada,NO,BOYACÁ,15001,TUNJA,2,2,10410667596,1152,10549516980,-138849384,7298523859,1505,3446573795,4642763054,-790812990,2023,"-10,84"
900188194,CLINICA CAMPO ABIERTO ORGANIZACIÓN SANITAS INTERNACIONAL LTDA,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,1338351332,3180,1160211970,178139362,7297335334,1506,1297362870,6000690499,-718035,2023,"-0,01"
891380046,HOSPITAL SAN ROQUE EMPRESA SOCIAL DEL ESTADO,Pública,SI,VALLE DEL CAUCA,76318,GUACARÍ,1,5,9132163058,1251,656147086,8476015971,7286956533,1507,2478095800,3301405437,1507455296,2023,"20,69"
900428862,INSTITUTO MÉDICO ONCOLÓGICO S.A.S.,Privada,NO,HUILA,41001,NEIVA,1,1,16396846600,870,14488974320,1907872280,7285407154,1508,2890884714,2693645579,1700876861,2023,"23,35"
900604748,AVANCEMOS CENTRO DE REHABILITACION S.A.S,Privada,NO,BOYACÁ,15001,TUNJA,2,2,4065003338,2003,1476487441,2588515897,7277922019,1509,1943213336,4568735746,765972937,2023,"10,52"
815005012,SERVICIOS INTEGRADOS DE SALUD S.A.S,Privada,NO,VALLE DEL CAUCA,76001,CALI,1,1,5821805762,1658,2199317369,3622488393,7277414513,1510,2779485877,4199628120,298300516,2023,"4,1"
900964776,INSTITUCION PRESTADORA DE SALUD BIOLAB S.A.S,Privada,NO,VALLE DEL CAUCA,76520,PALMIRA,1,2,6369449787,1573,3522857996,2846591791,7274708318,1511,1877569155,4963604497,433534666,2023,"5,96"
890982091,ESE HOSPITAL SAN RAFAEL,Pública,SI,ANTIOQUIA,05660,SAN LUIS,1,1,12836285804,1017,1210983166,11625302638,7251650394,1512,1694366193,3402436301,2154847900,2023,"29,72"
900707850,FUNDACION VER SIN FRONTERAS,Privada,NO,SANTANDER,68001,BUCARAMANGA,7,9,4652995452,1872,2443055530,2209939922,7241837507,1513,4835780718,1894773417,511283372,2023,"7,06"
900076101,FUNDACION CENTRO TERAPEUTICO IMPRONTA IPS,Privada,NO,VALLE DEL CAUCA,76001,CALI,1,3,4310486704,1943,1046215268,3264271436,7235553844,1514,5517878926,402898998,1314775920,2023,"18,17"
811021843,MEDICAUCA S.A.S,Privada,NO,ANTIOQUIA,05250,EL BAGRE,1,2,6243051439,1593,1552642849,4690408590,7234478124,1515,2464629058,4211426751,558422315,2023,"7,72"
901361856,STRATEGOS MEDICAL SOLUTIONS S.A.S.,Privada,NO,VALLE DEL CAUCA,76001,CALI,2,2,6065665609,1621,2954943854,3110721755,7232152896,1516,3055792349,3096212553,1080147994,2023,"14,94"
900678145,IPS CLINICA DE FRACTURAS CLINITRAUMA S.A.S,Privada,NO,ANTIOQUIA,05591,PUERTO TRIUNFO,2,3,8824294555,1272,6028328673,2795965882,7230697902,1517,2253368663,4437341249,539987990,2023,"7,47"
901147390,RHEUMAHELP IPS ZOMAC SAS,Privada,NO,CAQUETÁ,18001,FLORENCIA,8,8,10826404557,1130,1820399821,9006004736,7225338824,1518,3795275878,2860471615,569591331,2023,"7,88"
900477525,SERVICIOS DE GESTION INTEGRADA S.A.S. - SERGEINT SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,3,3,4437952226,1918,1893238231,2544713995,7224091164,1519,4030190278,2062687718,1131213168,2023,"15,66"
804002615,LABORATORIO CLINICO DE ESPECIALIDADES BOLIVAR SA,Privada,NO,SANTANDER,68001,BUCARAMANGA,1,1,7608883098,1391,3280959753,4327923345,7223679742,1520,3277952521,3542635922,403091299,2023,"5,58"
824000586,ESE HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ LARA,Pública,SI,CESAR,20710,SAN ALBERTO,1,5,10801201420,1133,1983178090,8818023330,7220300636,1521,3429563139,3723674622,67062874,2023,"0,93"
800032038,SOCIEDAD DE MEDICINA DE LABORATORIO S.A.S.,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,2,2,7853414340,1366,3446766568,4406647772,7205070829,1522,1755325045,5445942611,3803173,2023,"0,05"
900217424,"FUNDACION IPS DE REHABILITACION EN SALUD MENTAL CONDUCTAL Y EMOCIONAL PARA NIÑOS, NIÑAS Y ADOLESCENTES ""PSICOREHABILITAR IPS""",Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,2,705236022,3804,278309054,426926968,7202606663,1523,2561279559,4641286216,40888,2023,0
900351322,EVOLUCIA SAS SIGLA EVOLUCIA,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,3244974650,2231,1332954878,1912019772,7200277172,1524,3710559977,2173438342,1316278853,2023,"18,28"
900779990,IPS MI SALUD EN CASA SAS,Privada,NO,CESAR,20011,AGUACHICA,2,2,8643110580,1289,1584430184,7058680396,7170606080,1525,3267999159,3052500325,850106596,2023,"11,86"
900792558,HEALTH SUPPLIERS S.A.S,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,3,3,3548923717,2144,2213714925,1335208792,7168325599,1526,4094469329,2906639001,167217269,2023,"2,33"
900540141,FUNDACIÓN SEMBRANDO FUTURO - SEMFU,Privada,NO,SUCRE,70001,SINCELEJO,6,6,2879300797,2368,2002408122,876892675,7164963500,1527,2772915391,4033913867,358134242,2023,5
900480420,SOY SALUD Y VIDA CALI SAS,Privada,NO,VALLE DEL CAUCA,76001,CALI,1,1,3915818994,2044,1737641873,2178177121,7163415504,1528,2093800464,3156559523,1913055517,2023,"26,71"
900159889,UNIDAD DE ONCOLOGIA HOSPITAL MANUEL URIBE ANGEL DE ENVIGADO - ASTORGA S.A.,Mixta,NO,ANTIOQUIA,05266,ENVIGADO,1,1,8416193798,1310,1438835672,6977358126,7150575907,1529,1502085700,5063511588,584978619,2023,"8,18"
900420751,SPORT MEDICAL CENTER IPS GUSTAVO PORTELA SAS,Privada,NO,QUINDÍO,63001,ARMENIA,2,4,2194505696,2652,948012958,1246492738,7131528346,1530,2133216023,4308316028,689996295,2023,"9,68"
900413905,ALIVIUM S.A.S,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,1,1,3167937766,2264,1689680362,1478257404,7127505865,1531,3123850593,3435882915,567772357,2023,"7,97"
800193392,ESE HOSPITAL SAN ISIDRO,Pública,SI,ANTIOQUIA,05306,GIRALDO,1,1,7316943673,1428,678989847,6637953826,7121823441,1532,1210476171,1640793712,4270553558,2023,"59,96"
806007343,ESE HOSPITAL SAN NICOLAS DE TOLENTINO,Pública,SI,BOLÍVAR,13549,PINILLOS,1,4,4181803591,1980,2474350125,1707453466,7119453219,1533,3689682378,3429385724,385117,2023,"0,01"
900881965,MEDICHOCO IPS S.A.S,Privada,NO,CHOCÓ,27001,QUIBDÓ,5,5,1973984780,2772,731360952,1242623828,7115150182,1534,1318765269,5134361599,662023314,2023,"9,3"
901182097,BIOARRAY S.A.S,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,2526980579,2506,679973959,1847006620,7110854074,1535,1761261896,4538121632,811470546,2023,"11,41"
900550249,CARDIOCENTRO PEDIATRICO E IMAGENES DE BOLIVAR,Privada,NO,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,3,3,7678911868,1385,2663433701,5015478167,7097440882,1536,3340759653,2964515061,792166168,2023,"11,16"
900301770,NEUROCOOP REHABILITACION FISICA Y MEDICA INTEGRAL,Privada,NO,NORTE DE SANTANDER,54001,CÚCUTA,3,3,5918718619,1645,2968478425,2950240194,7092539764,1537,3230151125,3146141748,716246891,2023,"10,1"
806007769,ESE HOSPITAL LOCAL SAN MARTIN DE LOBA,Pública,SI,BOLÍVAR,13667,SAN MARTÍN DE LOBA,1,3,12569486000,1035,893332418,11676153582,7085270530,1538,1678452284,5545844282,-139026036,2023,"-1,96"
812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,Pública,SI,CÓRDOBA,23574,PUERTO ESCONDIDO,1,2,6233095153,1594,507305993,5725789160,7062031973,1539,2514730693,4178162439,369138840,2023,"5,23"
900369223,IPS CENTRO INTERNACIONAL DE ESPECIALISTAS CINÉS Y CLÍNICA INTEGRAL DE APOYO ONCOLÓGICO CIAO- ODONTOFOCAL S.A.S,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,3,3,2818742330,2386,1735415396,1083326934,7061042724,1540,4214116421,2744750473,102175830,2023,"1,45"
802001292,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE REPELON,Pública,SI,ATLÁNTICO,08606,REPELÓN,1,6,3748391750,2102,1263004318,2485387431,7059380651,1541,3340316217,4206189753,-487125320,2023,"-6,9"
800003111,OTOFON SOCIEDAD POR ACCIONES SIMPLIFICADA SIGLA OTOFON S.A.S,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,4022043165,2020,1630195655,2391847510,7054412621,1542,3075208070,2308549853,1670654698,2023,"23,68"
860030582,LABORATORIO BIOCLINICO GOMEZ VESGA G V S.A.S. SIGLA LABORATORIO CLINICO GOMEZ VESGA,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,8616770340,1293,3298502914,5318267426,7041833190,1543,1739432124,3384876016,1917525050,2023,"27,23"
830122608,FAMICARE CLINICA DIA S.A.S.,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,2,2,2536540460,2504,702039172,1834501288,7035546172,1544,2134892058,4176465810,724188304,2023,"10,29"
890110934,CENTRO OPTICO DE LA COSTA SAS,Privada,NO,ATLÁNTICO,08001,BARRANQUILLA,2,4,7320301697,1427,6143500038,1176801659,7026676959,1545,3583479605,3336482209,106715145,2023,"1,52"
901225308,BIHOSPHARMA S.A.S,Privada,NO,CASANARE,85001,YOPAL,2,2,5074896537,1782,3898642214,1176254323,7010771230,1546,2823746064,4088272576,98752590,2023,"1,41"
812003726,E.S.E. CENTRO DE SALUD DE COTORRA,Pública,SI,CÓRDOBA,23300,COTORRA,1,1,6780487574,1506,1374969124,5405518450,6992521878,1547,4022839846,1847696834,1121985198,2023,"16,05"
891900732,HOSPITAL KENNEDY ESE,Pública,SI,VALLE DEL CAUCA,76616,RIOFRÍO,1,2,7234522451,1437,643518185,6591004266,6988773440,1548,3064004441,3409957722,514811277,2023,"7,37"
900217580,IPS VITAL SALUD S.A.S,Privada,NO,BOLÍVAR,13430,MAGANGUÉ,1,1,6666935397,1523,2634326584,4032608813,6987923740,1549,2526486979,3905295764,556140997,2023,"7,96"
900187095,SAN DIEGO SERVICIOS EN SALUD,Privada,NO,SANTANDER,68001,BUCARAMANGA,2,3,1887596675,2817,1249250016,638346659,6970759250,1550,2837314935,4140346685,-6902370,2023,"-0,1"
800074996,CLINICA DE CIRUGIA OCULAR LIMITADA,Privada,NO,META,50001,VILLAVICENCIO,2,2,7484896836,1405,2042513527,5442383309,6969498115,1551,3553284769,3276885304,139328042,2023,2
891200248,ESE HOSPITAL CLARITA SANTOS DE SANDONA,Pública,SI,NARIÑO,52683,SANDONÁ,1,2,7056105097,1476,725979410,6330125686,6968431830,1552,3017835662,2908524080,1042072087,2023,"14,95"
809011517,MEDICINA INTENSIVA DEL TOLIMA S.A.,Privada,NO,TOLIMA,73349,HONDA,1,1,13039410781,1006,10417370346,2622040435,6965277872,1553,4189448856,3029095540,-253266524,2023,"-3,64"
800125697,E.S.E. HOSPITAL NELSON RESTREPO MARTINEZ,Pública,SI,TOLIMA,73055,ARMERO,1,1,8158854959,1333,399713993,7759140966,6961815244,1554,2056465406,4330776086,574573752,2023,"8,25"
900668712,SOMOS SALUD IPS SAS,Privada,NO,NARIÑO,52001,PASTO,1,1,2468321117,2526,1872577456,595743661,6959172484,1555,2158160243,4408705480,392306761,2023,"5,64"
801000060,SOCIEDAD DE NEUROCIENCIAS E IMAGENES DIAGNOSTICAS NEUROIMAGENES S.A .,Privada,NO,QUINDÍO,63001,ARMENIA,1,1,7753164097,1377,976262322,6776901775,6958666199,1556,1572860437,3590239104,1795566658,2023,"25,8"
890205456,ESE HOSPITAL INTEGRADO SAN BERNARDO,Pública,SI,SANTANDER,68077,BARBOSA,1,1,9133990841,1250,881597423,8252393417,6956069850,1557,3280986554,1921145728,1753937568,2023,"25,21"
901127885,AIDS HEALTHCARE FOUNDATION COLOMBIA,Privada,NO,NORTE DE SANTANDER,54001,CÚCUTA,1,1,657089479,3874,525105225,131984254,6936878759,1558,6606059248,0,330819511,2023,"4,77"
823002356,HOSPITAL LOCAL SAN BENITO ABAD E.S.E,Pública,SI,SUCRE,70678,SAN BENITO ABAD,1,4,6427830880,1562,1161002619,5266828261,6935529304,1559,3029497046,2526114202,1379918056,2023,"19,9"
900271660,"CLINICA DEL ORIENTE, CORPORACION PARA LA SALUD MENTAL",Privada,NO,ANTIOQUIA,05376,LA CEJA,2,2,1476248380,3062,747535690,728712690,6935383142,1560,783572795,6175468074,-23657727,2023,"-0,34"
822000327,COOPERATIVA DE UROLOGOS DEL META Y LA ORINOQUIA CUMO,Privada,NO,META,50001,VILLAVICENCIO,1,1,6323549334,1583,5552111475,771437859,6931165703,1561,1773845971,4797845525,359474207,2023,"5,19"
811020943,EMPRESA SOCIAL DEL ESTADO HOSPITAL ATRATO MEDIO ANTIOQUEÑO,Pública,SI,ANTIOQUIA,05873,VIGÍA DEL FUERTE,1,4,18516596678,800,5438580906,13078015772,6931068602,1562,2730541567,3913813104,286713931,2023,"4,14"
900701342,CLINIMAGENES S.A.S,Privada,NO,QUINDÍO,63001,ARMENIA,4,5,5894340205,1649,1814236409,4080103796,6928303741,1563,3980370717,2504598934,443334090,2023,"6,4"
891180008,CAJA DE COMPENSACION FAMILIAR DEL HUILA,Privada,NO,HUILA,41001,NEIVA,1,4,40538577214,468,448500000000,-407962000000,6927364782,1564,5473865331,214306901,1239192550,2023,"17,8883686509466"
900491613,IPS CLINICA PREVIRED S.A.S,Privada,NO,HUILA,41001,NEIVA,2,3,3579600973,2141,2942407096,637193877,6923105430,1565,3282635108,3764773746,-124303424,2023,"-1,8"
800026173,HOSPITAL HELI MORENO BLANCO E.S.E,Pública,SI,CESAR,20517,PAILITAS,1,4,6126396272,1610,1752115869,4374280402,6911835893,1566,3598755171,3267811792,45268930,2023,"0,65"
900785567,NEURO CLINICA S.A.S,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,1,3,3798226839,2080,1373143010,2425083829,6897138660,1567,1167705768,5378315960,351116932,2023,"5,09"
900347490,SERVICIOS DE RADIOLOGIA E IMAGENOLOGIA MEDICA S.A.S,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,2,2,3301743981,2210,2751512269,550231712,6890392085,1568,1389875626,5349054754,151461705,2023,"2,2"
901403201,SERVICIOS OPTIMOS EN SALUD SOS S.A.S,Privada,NO,VALLE DEL CAUCA,76834,TULUÁ,2,2,5584810750,1690,4699179273,885631477,6867511373,1569,1681595113,4867164629,318751631,2023,"4,64"
819001269,E.S.E. HOSPITAL LOCAL DE CHIVOLO,Pública,SI,MAGDALENA,47170,CHIBOLO,1,4,2948958020,2337,2314372300,634585720,6865661972,1570,3129471932,4161186206,-424996166,2023,"-6,19"
800188304,ENDOVIDEO 2000 LTDA,Privada,NO,CAUCA,19001,POPAYÁN,1,1,3809019940,2076,899324587,2909695353,6859766178,1571,1264097384,4816475673,779193121,2023,"11,36"
830111080,ALTA VISION SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,2,40044490317,471,718810788,39325679529,6856044547,1572,4002146471,772558138,2081339938,2023,"30,36"
890981108,ESE HOSPITAL SAN JUAN DE DIOS DE COCORNA,Pública,SI,ANTIOQUIA,05197,COCORNÁ,1,1,13392319844,988,5302940863,8089378981,6853186398,1573,2246916572,3716911680,889358146,2023,"12,98"
900895359,IPS PREVENTIVA FARALLONES SAS,Privada,NO,VALLE DEL CAUCA,76001,CALI,1,1,2771084568,2409,1942718276,828366292,6846200334,1574,1829356042,4604572292,412272000,2023,"6,02"
860514752,INSTITUTO DE ORTOPEDIA Y CIRUGIA PLASTICA SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,22737482763,700,2961395753,19776087010,6845305591,1575,2509753825,3910395225,425156541,2023,"6,21"
890982184,EMPRESA SOCIAL DEL ESTADO HORACIO MUÑOZ SUESCUN,Pública,SI,ANTIOQUIA,05761,SOPETRÁN,1,1,7631439458,1388,439871134,7191568323,6826959900,1576,3219322349,871414689,2736222862,2023,"40,08"
891900650,"HOSPITAL SAN BERNABE, ESE",Pública,SI,VALLE DEL CAUCA,76113,BUGALAGRANDE,1,2,7498756327,1401,1713713967,5785042360,6826206733,1577,2564532368,3892429209,369245156,2023,"5,41"
823001901,E.S.E CENTRO DE SALUD INMACULADA CONCEPCION DE GALERAS SUCRE,Pública,SI,SUCRE,70235,GALERAS,1,1,11833520025,1065,8138900935,3694619090,6825285641,1578,5214807742,1226608583,383869316,2023,"5,62"
900993679,SALUD DOMICILIARIA INTEGRAL DEL CARIBE S.A.S.,Privada,NO,ATLÁNTICO,08001,BARRANQUILLA,2,2,7463262819,1407,3068417592,4394845227,6823715318,1579,1455788895,3738102281,1629824142,2023,"23,88"
830502282,ORTHOPRAXIS S.A.S.,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,1,1,5642738571,1681,2904158359,2738580212,6816471641,1580,2445012218,4173190352,198269071,2023,"2,91"
901455902,DIAGNOSTIK LAB CLINIC S.A.S,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,3,5,6116337987,1611,3322731145,2793606842,6815647738,1581,1048239084,4743352184,1024056470,2023,"15,03"
890801699,ESE HOSPITAL SAN ANTONIO DE MANZANARES CALDAS,Pública,SI,CALDAS,17433,MANZANARES,1,1,4867263181,1830,1384268694,3482994487,6809200422,1582,2849427283,3599564888,360208251,2023,"5,29"
892400736,SERVICIO MEDICO LTDA,Privada,NO,SAN ANDRÉS Y PROVIDENCIA,88001,SAN ANDRÉS,1,1,6162198284,1605,1337731513,4824466771,6804193140,1583,2154003564,4367348721,282840855,2023,"4,16"
891380070,ESE HOSPITAL DEL ROSARIO,Pública,SI,VALLE DEL CAUCA,76306,GINEBRA,1,1,6930791376,1487,964674110,5966117266,6794854651,1584,2448783346,4060876030,285195275,2023,"4,2"
901535908,CENTRAL DE ESPECIALIDADES HOSPITALARIAS Y QUIRURGICAS S.A.S.,Privada,NO,LA GUAJIRA,44001,RIOHACHA,1,2,7923118100,1358,6298803837,1624314263,6794438343,1585,2928809727,3797677615,67951001,2023,1
800160827,CLINICA RETORNAR SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,2,3005269593,2321,1795253663,1210015930,6790881363,1586,2186240272,4124105274,480535817,2023,"7,08"
805007737,FUNDACIÓN UNIÓN PARA EL CONTROL DEL CÁNCER - UNICÁNCER,Privada,NO,VALLE DEL CAUCA,76001,CALI,1,1,13938446430,973,913980165,13024466265,6786548658,1587,1383323694,4852091961,551133003,2023,"8,12"
819003599,ESE HOSPITAL LOCAL SABANAS DE SAN ANGEL,Pública,SI,MAGDALENA,47660,SABANAS DE SAN ANGEL,1,8,4031906903,2015,1181915926,2849990977,6779433148,1588,2760637520,2113318097,1905477531,2023,"28,11"
900575153,ANGIOVASCULAR MORENO,Privada,NO,NORTE DE SANTANDER,54001,CÚCUTA,1,1,6817474414,1500,370132427,6447341987,6777660691,1589,4650181747,2370037505,-242558561,2023,"-3,58"
800138186,CLINICA DE OTORRINOLARINGOLOGIA CIRUGIA PLASTICA,Privada,NO,VALLE DEL CAUCA,76001,CALI,1,1,9742938163,1202,2307566876,7435371287,6771889922,1590,1668822862,4703295639,399771421,2023,"5,9"
830042609,WORKER S LTDA,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,4304633724,1944,853641501,3450992223,6766683413,1591,4919271189,1976519517,-129107293,2023,"-1,91"
900264094,UNIDAD DE ATENCION CLINICA INTEGRAL SAS UNITOX IPS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,4190906641,1974,1545237709,2645668932,6763259249,1592,2862981381,3288803864,611474004,2023,"9,04"
901473597,ENTIDAD INTERVENTORA DEL RIESGO Y AUDITORIA EN SALUD EIRA SALUD IPS SAS,Privada,NO,CAUCA,19532,PATÍA,3,3,1865385331,2833,54625941,1810759390,6753878761,1593,3573691884,1621000660,1559186217,2023,"23,09"
813002933,ESE HOSPITAL DIVINO NIÑO,Pública,SI,HUILA,41615,RIVERA,1,1,7127570737,1461,272334744,6855235993,6736316261,1594,1858656101,4582939074,294721086,2023,"4,38"
800127648,HORUS GRUPO OFTALMOLOGICO S.A,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,3,5265101039,1739,3965493161,1299607878,6734593844,1595,5315452784,1181821493,237319567,2023,"3,52"
900194140,SUBSANAR SALUD IPS S.A.S,Privada,NO,ATLÁNTICO,08001,BARRANQUILLA,3,3,3939316977,2039,1901419620,2037897357,6728930949,1596,2815680925,3813800487,99449537,2023,"1,48"
900159763,SERVICIOS OFTALMOLOGICOS OFTALMOCENTER LTDA SIGLA OFTALMOCENTER LTDA,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,4583054779,1888,2333977970,2249076809,6727394799,1597,1207335024,4483565454,1036494321,2023,"15,41"
900088052,MG MEDICAL GROUP SAS,Privada,NO,VALLE DEL CAUCA,76001,CALI,1,1,2930074918,2344,2219277132,710797786,6719618574,1598,1824774094,4672838468,222006012,2023,"3,3"
890103406,ESE HOSPITAL DE PUERTO COLOMBIA,Pública,SI,ATLÁNTICO,08573,PUERTO COLOMBIA,1,2,17689549981,820,1491800622,16197749359,6719262389,1599,3731813664,3922316973,-934868248,2023,"-13,91"
900204682,SOCIEDAD CARDIOVASCULAR DEL EJE CAFETERO S.A.,Privada,NO,QUINDÍO,63001,ARMENIA,1,2,12458693667,1041,10041651867,2417041800,6707137590,1600,2530301508,6190412560,-2013576478,2023,"-30,02"
900168662,FUNDACION ITALOCOLOMBIANA DEL MONTE TABOR,Privada,NO,VALLE DEL CAUCA,76109,BUENAVENTURA,1,2,4866566759,1831,1080693514,3785873245,6701575798,1601,1451269826,4213046083,1037259889,2023,"15,48"
806008828,FUNDACIÓN CENTRO MEDICO PARA EL DESARROLLO HUMANO EN SALUD,Privada,NO,BOLÍVAR,13430,MAGANGUÉ,1,1,1631218000,2958,1260212000,371006000,6661074000,1602,5626872000,821137000,213065000,2023,"3,2"
890980732,ESE HOSPITAL GABRIEL PELAEZ MONTOYA,Pública,SI,ANTIOQUIA,05364,JARDÍN,1,2,12801964351,1021,450137125,12351827226,6660822506,1603,2204937106,3370110461,1085774939,2023,"16,3"
802013209,CENTRO MEDICO SAN JUAN EU,Privada,NO,ATLÁNTICO,08638,SABANALARGA,7,8,6881915000,1491,460169000,6421746000,6656474123,1604,1552385000,3340736000,1763353123,2023,"26,49"
891900361,HOSPITAL SAGRADA FAMILIA ESE,Pública,SI,VALLE DEL CAUCA,76823,TORO,1,1,10281082610,1162,108370125,10172712485,6654117576,1605,2758186637,3688443171,207487768,2023,"3,12"
900211668,CLINICA SANTA TERESITA DEL NIÑO JESUS S.A.,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,2,7330860143,1425,3092849333,4238010810,6649050220,1606,2948558448,3473280211,227211561,2023,"3,42"
900000427,E.S.E POLICLINICO DE JUNIN,Pública,SI,CUNDINAMARCA,25372,JUNÍN,1,1,17228517659,837,4992090894,12236426765,6642631362,1607,1264999409,1171792619,4205839334,2023,"63,32"
900794496,FUNDACION CHISIA,Privada,NO,ATLÁNTICO,08573,PUERTO COLOMBIA,4,4,1602548641,2976,1258002368,344546273,6634914258,1608,2331643849,4250836181,52434228,2023,"0,79"
891901296,HOSPITAL SANTA LUCIA ESE DE EL DOVIO VALLE,Pública,SI,VALLE DEL CAUCA,76250,EL DOVIO,1,1,6812420656,1502,376158646,6436262010,6626708237,1609,1644424748,4200676385,781607104,2023,"11,79"
890801719,ESE HOSPITAL LOCAL SAN JUAN DE DIOS,Pública,SI,CALDAS,17541,PENSILVANIA,1,5,8780852559,1275,691438060,8089414498,6619613118,1610,1757245526,4703540025,158827566,2023,"2,4"
900263250,MEDICLINICA SOLUCIONES INTEGRALES EN SALUD IPS S.A.S,Privada,NO,ATLÁNTICO,08001,BARRANQUILLA,1,1,8421271330,1309,1566172790,6855098540,6616404310,1611,3615891455,2898303424,102209431,2023,"1,54"
891900414,HOSPITAL SANTA ANA ESE,Pública,SI,VALLE DEL CAUCA,76100,BOLÍVAR,1,10,3637526452,2131,2060563764,1576962688,6613839732,1612,3834003742,2432361585,347474405,2023,"5,25"
800037244,E.S.E. HOSPITAL GUILLERMO GAVIRIA CORREA,Pública,SI,ANTIOQUIA,05125,CAICEDO,1,1,6480571266,1551,1131324863,5349246403,6611001983,1613,2158186943,1983464445,2469350595,2023,"37,35"
900096842,UNIDAD LASER Y PIEL S.A.S,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,3007939606,2320,1054829951,1953109655,6610499670,1614,3419615314,2808055120,382829236,2023,"5,79"
890500646,"CRUZ ROJA COLOMBIANA, SECCIONAL NORTE DE SANTANDER",Privada,NO,NORTE DE SANTANDER,54001,CÚCUTA,2,2,15971464236,882,1682540146,14288924090,6586857070,1615,2297207543,3963115722,326533805,2023,"4,96"
826002304,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO,Pública,SI,BOYACÁ,15223,CUBARÁ,1,1,6989049787,1480,78144861,6910904926,6575358042,1616,3159487716,2962415338,453454988,2023,"6,9"
802006267,ESE CENTRO DE SALUD CON CAMAS DE PALMAR DE VARELA,Pública,SI,ATLÁNTICO,08520,PALMAR DE VARELA,1,1,10136476908,1179,2937572820,7198904087,6574811692,1617,3656920667,2888888511,29002514,2023,"0,44"
830128120,MD DIAGNOSTICOS SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,2,5801369827,1661,1615464541,4185905286,6569231844,1618,3202542627,3285254763,81434454,2023,"1,24"
900338350,FUNDACION MANACACIAS,Privada,NO,META,50001,VILLAVICENCIO,1,1,329870000,4505,135828000,194042000,6559721000,1619,760209000,5615470000,184042000,2023,"2,81"
